"sys_loadingid","sys_cdc","sys_checksum","kundeid","von","bis","strasse","hausnummer","adresszusatz","plz","ort","land"
1,I,0x8110ffcc79046141549f748a99523f0acbb3d711aa86f0dbcfafe125cd11621b,"199",2017-12-16,2018-08-14,Lingelbacher Straße,"138",,"37412",Elbingerode,
1,I,0xae518c29268fd6f042ddf8d20c00c3fa4cb36dc3942c177dc4ebdaed1338364f,"116",1996-04-13,,Petersstraße,"188a",,"83673",Bichl,
1,I,0xf52c3de63c8cb4fd3f32814c2bcd91f03b01f62b9776ebc6e88c0874dc43ca18,"31",1988-05-06,,Am Mühlgraben,"147",,"36320",Kirtorf,
1,I,0x0f9dff04c77b543e2e04a05856aa63e2a8625ecdcce2a048d85316fb06aa2471,"146",2009-06-19,2009-09-06,Elve,"98",,"63741",Aschaffenburg,
1,I,0x6ef6f6305be9be12e42ed88e03a54f833522c10a2c70669d76035388f19c8fb2,"109",2018-04-02,2018-08-31,Offerkämpe,"144",,"69214",Eppelheim,
1,I,0xafd6328a8c03f5b4f2f6c0af4ec99c481fe89ade6f17e6d59de8cd3843856843,"266",1989-04-16,1990-02-18,Delmondstraße,"108",,"54636",Feilsdorf,
1,I,0x6ba971dcd9311d3467208f087cd75ce1bd580ecb31b42d7de4a56cb1e2dc315a,"110",2008-08-06,,Havichhorster Mühle,"107",,"29394",Lüder,
1,I,0x90a7cbf1842993251618877598c53a99ba53aa5eed23c27d538e094791352e64,"67",1995-09-29,2015-04-12,Thanheimer Straße,"163 b",,"24619",Bornhöved,
1,I,0xfe2bb209ee50ce1b774366a7f25f54b74cb562476ed08abb4eadcc6fd7db25c9,"120",2004-12-13,2005-05-24,Eckeseyer Straße,"133",,"77731",Willstätt,
1,I,0x1a224241ef89d17f599b3a5fd3df6c7ea7e7f30ff5c69a721c0ca6e5d559f51a,"62",1993-10-12,,Hirzenhubstraße,"108",,"59192",Bergkamen,
1,I,0xd68f74d36a608e714570b4b7f60bffc376497658a20dfa636a8b04c4a8485c1b,"7",1976-04-21,2003-02-11,Bitburger Straße,"55",,"49661",Cloppenburg,
1,I,0xd91cb8d948a58d12e5d3bc2933c294ac16d71b078eaeedee894083460cb74b70,"241",1978-02-12,,Heidelberger Landstraße,"91",,"20249",Hamburg,
1,I,0xea8e2125db5549399f87686162ea79c2dbb073827893e09023fc947ce825f6c0,"216",1992-03-25,2006-04-10,Beringallee,"16",,"67059",Ludwigshafen am Rhein,
1,I,0xd49aed1921a805d57268ce79f4b4529819449ebd30551134885f7eaedd419a88,"220",1973-10-18,2000-05-25,Birkenstraße,"6",,"42899",Remscheid,
1,I,0xf500ec6b599f5b39c50a152491cd2f08bb95e92cf3366fdb16771fc5f80756cc,"181",1980-04-18,,Ebbinghoff,"194",,"35579",Wetzlar,
1,I,0x630d943465566a7dd10c3055af28716c4b54980040b94d815b60fc87e8934c4a,"172",1971-05-16,,Bremer Weg,"195",,"55595",Spall,
1,I,0x63c49fbedc50281a4251bef49f2b3d0af761a124d767d12e30aaea7ec7ffe527,"11",2004-10-30,2005-10-18,Kiefernweg,"37",,"25842",Langenhorn,
1,I,0x4569aa6f826ca4473248ea42d64a7142dbee6a333c22a74d7afe58473219ea5e,"204",2005-06-21,,Liebfrauenstraße,"161",,"55471",Sargenroth,
1,I,0x8ee1577981127ec7f1f8043c5731daa5bdc5c0c2965583e77b4c631d43e88173,"62",1992-09-02,1993-10-11,Breite Straße,"35",,"55483",Heinzenbach,
1,I,0xaa8fcd901dac85c083a3782f75ad2131db7b351cd7d5c70dd6102e7b8e6e4bfc,"263",2021-02-05,,Döttinger Straße,"108",,"83471",Berchtesgaden,
1,I,0xc0cb6c61e1c33b764adf39f59832611b8ec96e51b42463ff5811f59c637eba81,"259",1973-02-08,1978-09-08,Heisterbusch,"10",,"56412",Heilberscheid,
1,I,0x2cc59c3573db2f5380f8b4ec0716a7584f82b419eef088a9b78a2a1279cb78d6,"64",2019-04-10,,Scheibenstraße,"130",,"86928",Hofstetten,
1,I,0xcab8bb070a3c63495fdbb80839a72e0cc0920b4610ea166ad466dc5aab97e90d,"5",2015-09-18,2016-08-30,Walter-Liebig-Straße,"40",,"21727",Estorf,
1,I,0xd9c64d8457e3f1b124d3b87c441276ec84134d86952788c123dd8fc036e5ca36,"70",2000-02-04,,Obere Bergstraße,"109",,"91796",Ettenstatt,
1,I,0x2fc58c63d7a5207977f274445489e3657c10ebdaae5f4ca0b4ac29bb61b8a6a1,"32",2000-05-19,2001-05-28,Bahnhofstraße,"164",,"73663",Berglen,
1,I,0xa9e0f5fb3a6c06ddfb7e52a1fd8d91efd15e0f2a44875af343eeb0358fcd6af3,"131",1970-09-24,1989-07-28,Deversdonk,"59",,"27243",Dünsen,
1,I,0x4f21f0484b1c1367d96fc0fc1d9c6982b6a420486a074f8df8bbaca50dfbe2ef,"207",1977-12-04,1978-08-10,Münstereifeler Straße,"97a",,"90562",Heroldsberg,
1,I,0x08555b55babcd6520ae058991bbdfc02fd330b43fe76135d37082a70c423a55f,"150",1991-04-06,,Speestraße,"25",,"53534",Wiesemscheid,
1,I,0xfc6f33eea39d3052562c0b9e7d254ced82468375b758b2c4a39ed23e34581a09,"105",2007-11-16,2008-04-11,Im Haubenfeld,"95",,"69239",Neckarsteinach,
1,I,0x5abb0b90d8e5514b066678941864beee40f3649ed2b7f77ee5e14ddfff3e1937,"234",1998-07-09,,Kervenheimer Straße,"96",,"66978",Merzalben,
1,I,0x65892d14b05760ef896f28adfa41f9bec83ea4c866e8cf41a0e8e44eeb569651,"34",2004-07-24,2005-08-04,Unverhofftstraße,"110",,"25376",Krempdorf,
1,I,0xaf91a8431aeaac1d975a487e578318af20dc71c29e85d2714d82d473c9b5b4d9,"208",1991-02-24,2015-04-06,Mühlackerweg,"188",,"86707",Westendorf,
1,I,0x88d2bb8044347d584aae3b358ed1fe409ee0258fe373cf64fbacc894d85b1d42,"141",2012-06-16,,Neuenhaus,"161",,"56237",Nauort,
1,I,0x7eadfe302e84ca99ee61c77e5acdfc462ee6f5dda0b91ad1cf1df0fd59f23c93,"164",2013-05-06,,Hegenerstraße,"25",,"25335",Bokholt-Hanredder,
1,I,0xbafe715b8bbd30aeb2c37854cfdba0999acb437399b0161cc1c29bf9a10cdde7,"123",1991-08-12,,Ursulinenstraße,"156",,"37293",Herleshausen,
1,I,0x9f22ae76c44c5e72e809c79b77ae19ff2574502b2e734e755d3ec713377ac8e6,"33",2004-11-22,,Am Apostelberg,"34",,"23936",Bernstorf,
1,I,0xec10144127bfc4c88255c79ef7a5f5282b2c4602ceba32e77dc9c372418bc127,"43",2003-04-30,,Habichtshöhe,"9",,"95032",Hof an der Saale,
1,I,0x5a7ac435a256471489d285420058a394a073660dda95cd29c3ada1c96454ead7,"105",2008-04-12,,Hagelkreuzstraße,"138",,"31868",Ottenstein,
1,I,0xece052feb24718519681ef214e341c6b8b0738829dd11fae3505337b9aacd69e,"161",2012-11-20,2019-09-28,Am Ringofen,"37",,"56291",Steinbach,
1,I,0xd720350d1127c0a0423e47bbc889e50441f6315fb11e5eb493e88847aa72447a,"168",1989-11-25,,Meesenstiege,"8",,"31224",Peine,
1,I,0xb8b9c1b26d9f883a374d0e04a985619a58c419bd7f8c4b5b1e8a65610b380087,"80",2015-01-14,2016-03-11,Kaulstraße,"44",,"73568",Durlangen,
1,I,0x6c64eca054794bbd51eb0dfd95d26331ae8e9d30a7634dfbeba1a4381dfb7d6c,"100",2012-01-29,2013-04-15,Im Hamm,"106",,"65589",Hadamar,
1,I,0x45e4b4a9af295b43cf688e97e623e562d3572a2df1d57289cee5e7b76b57e527,"6",2019-06-10,,Ernst-Moritz-Arndt-Straße,"76",,"25770",Hemmingstedt,
1,I,0xaa327c58c506671fa0ada19d58c3271e5fce26080559dc0b63d5fc5e0471e208,"130",1978-03-13,,Neusser Straße,"5",,"49596",Gehrde,
1,I,0x904545c9a8c0432362d7651b9c93111f6cc3f44012103c5c728fcd427d039d79,"268",1995-10-31,,Am Schloßpark,"152",,"19069",Klein Trebbow,
1,I,0x7caeecc098ba13af239d8fe275e46b947f159a37f4ec75564af0b04e469b9417,"25",2003-11-08,,Pilgerbornstraße,"129",,"47638",Straelen,
1,I,0x278cd1f640f2b4349d5aafec01b4952848edb0ee6514e7c18b301affa916af82,"202",2015-08-23,,Castroper Straße,"93",,"82276",Adelshofen,
1,I,0xa01d4e10f0d06e4e90ce8b31c54574d53c13d42dfc41393a3d38ea85d02aaaea,"5",2016-08-31,2019-10-03,Stubenrauchstraße,"20",,"57648",Unnau,
1,I,0xe0be9bd10e7875cc772df3a116b62fb2e40e93a54495a99c087143ad42a301f5,"193",1988-02-20,1999-11-30,Elbbachweg,"62",,"57648",Unnau,
1,I,0x34a146038a8fe50a9077ecc8922120a13e7a38642f708e15eadfd12316f9e3cc,"189",1989-09-27,2000-12-14,Sporckweg,"20",,"67596",Frettenheim,
1,I,0x821b9caeea999d8f585a8bd54c5bc9e5c15757f55ae029ee73babe76f71cd91d,"113",2011-05-14,,Brückstraße,"75",,"71149",Bondorf,
1,I,0xa3acca93fa794ee0e6749f92b090d60c2cd8b6d68665a239902a3b9e39a57c18,"173",2017-10-25,2018-05-28,Brachter Straße,"198",,"64756",Mossautal,
1,I,0x4fd84229233b430ca4cc654c8670069cadd4bbf02cc83191f9fcbe33be950a9e,"224",1970-02-20,1970-08-30,Waldenburger Straße,"188",,"76889",Pleisweiler-Oberhofen,
1,I,0x1e40c2cbeb8a8d15aebdf37abf813f46ffd88948799a6d09233b8781fbb67818,"295",2009-01-19,,Strutweg,"123",,"55779",Heimbach,
1,I,0x4d3b8d4d63f101dc34a948810649eaf22773fdcb0b655408eaada9fb5204f516,"214",2017-08-15,,Telemannstraße,"180",,"63589",Linsengericht,
1,I,0x1a415d47cac5b3ec0b069d9e05e458e83dbdad826fc39d63e77b07f506768e9e,"176",1983-09-23,1987-03-19,Elsumer Weg,"4",,"56355",Winterwerb,
1,I,0xd33694d7b147b40388e98402e06b3dde9ccc9183e7717b96dacd1c2757f7aa2a,"230",2013-04-03,2013-12-31,Lärchenhof,"69",,"72351",Geislingen,
1,I,0x3ba8e3fbadac756a8e20288e715c97dece784ebf019a85bde44753ec3e471dd2,"145",2021-02-03,,Im Gründchen,"24",,"38486",Klötze,
1,I,0x72b3f96d2d82179d4f1a0e8e2297184823713a276a943961d047444802620e6e,"162",1991-11-26,2021-01-18,Peter-Ostermayr-Straße,"128",,"56281",Karbach,
1,I,0xbf67ee6f378c8ac12dfec9da4b53ea1e185304bffb234683ea064c20d398e137,"74",1988-05-22,,Am Kamp,"92",,"35423",Lich,
1,I,0xd552daad17b3aff04d8f71201d96a602cd9c7971122e635c0b6787422b3ea3e7,"80",2016-03-12,,Hufelandstraße,"179",,"40239",Düsseldorf,
1,I,0x3a05b9951f3a248471bdd720017b29ec409c1c260398d61f2ee3a8672c90489c,"277",1998-08-02,,Am Kreuzweg,"168",,"56865",Blankenrath,
1,I,0x63b9b091fa8913da1251c889b8b2b4d5b64bfd151a17500cdc5a30203eac2d60,"190",2011-06-17,2012-02-04,Wassenberger Straße,"59",,"12555",Treptow-Köpenick,
1,I,0xcfcc6866ae7d91044b48deda19fadb94ac72bf62afcff74512f04d24ca36ed9c,"58",1977-05-25,1999-12-01,Frenzer Driesch,"21",,"45307",Essen,
1,I,0x541110fa7786f717334d0684c7d1525febd3ae054105a2bb74e3f4cbe635468f,"33",2003-01-16,2004-11-21,Südostring,"99",,"67806",Dörrmoschel,
1,I,0x5509e6efa5ba1b726e358f316f64a115dd651cd947a2fea649f907e901aa5f4a,"85",2022-09-13,,Goldbach,"190",,"71522",Backnang,
1,I,0xf34f5e09d181f71b2e201aa6e9ea250acf34bd0eda690b9049a8290d60e6e79b,"19",1987-01-09,2014-11-18,Im Büchel,"152",,"84539",Ampfing,
1,I,0xbc00ba8b3546d2ae4b74c60ed05c1d9aafe947041c534ec71e6127e6626ad961,"282",1982-01-19,1982-12-09,Im Gesetz,"200",,"29416",Wieblitz-Eversdorf,
1,I,0x733712469480a25d27bfe8594b1e7f62a065bc3358c3764b1f2365e2bf77d04e,"96",1972-08-19,1998-10-22,Ruhrallee,"79",,"23968",Gägelow,
1,I,0x7f75567770ccd589eb99c91c588bca4e78fbadce391daae36fe5373a61c007c9,"275",1977-07-16,1991-03-14,Rosenacker,"88",,"79359",Riegel am Kaiserstuhl,
1,I,0x3765d9851c54124edf5efd4fe9a047c871c158230befd9a486373af719c0f21c,"42",1991-11-17,,Geiersknappen,"189",,"67304",Eisenberg,
1,I,0x1f36e6de16e631ea3b04e796c78e6ea9238f7014853b88ba3ffb5ca7faee9949,"281",1993-06-08,2008-11-12,Weitefelder Garten,"86c",,"24972",Quern,
1,I,0x5b092e064e1516baf1ab40e52ef5a19e34f88c6d4a1365e6547d1f6cd12bb934,"223",1992-02-03,2017-01-31,Burgwiese,"74",,"63843",Niedernberg,
1,I,0x39ef932b788ff0f0148fdd8aa47b6f19bafef9548b67726652cf1b3519ae224b,"12",1977-06-05,1978-05-25,Am Eulenhorst,"32",,"65624",Altendiez,
1,I,0xd2f3134d578ad7eacff0d9419ea5bbab9be47a3a9b2abfbc022d29eb8d831e94,"165",1987-01-15,,Hubertushöhe,"108",,"44653",Herne,
1,I,0x980c3155c0a4a45fd7616a78247c521b1888dff12297ae0ba5beeec66782922a,"201",1988-09-14,,Marienweg,"102",,"63843",Niedernberg,
1,I,0x7eaa5c400117d4e9d12de7e801777195fc8b11a194fb8aaedc984ecc0ca9f807,"58",1999-12-02,2018-03-27,Kempelstraße,"118",,"85113",Böhmfeld,
1,I,0xb3c05b577675d75041f574604d8de9f05cb87ee80958b24ffe58efce6c55e678,"90",1980-01-29,2007-04-12,Zum Röthchen,"45",,"67806",Teschenmoschel,
1,I,0x3117bc5a4600912d9ffbc44adca0c25585008d72c71c9c889bb593aef91b5828,"253",2018-05-18,2019-03-09,Im Weiandsgarten,"47",,"29582",Hanstedt,
1,I,0xc483b5b2767915b5884d492f698133e9da7246212cb67dba9d0ece46b4dd71af,"96",1970-09-12,1972-08-18,Neuendorfer Straße,"35",,"12051",Berlin - Neukölln,
1,I,0x9ffa380e315fd2633aeeff6efff699177ee06472d6024ef580076acb5e7704fc,"206",2004-05-27,,Merveldtstraße,"114",,"65183",Wiesbaden,
1,I,0x5080492272722035b4524c91e97522c15316e45d1f50d8660d4b6a0c31aa01c8,"214",1987-12-03,2017-08-14,Holtkamp,"25",,"54636",Fließem,
1,I,0xabf3cf36eb47e268a4ed3f3f4e9f13ebbb97bdc37a718f20ceeac98c17ce82fa,"54",1971-05-23,2015-05-09,Niederbreitbacher Straße,"158",,"49638",Nortrup,
1,I,0xf07504c52d67cca34226d4b5cf2d38b3966d30cd60fbe024ba6d8e1f3f2a482c,"232",2015-12-06,,Am Brook,"3",,"72141",Walddorfhäslach,
1,I,0x53aea7d064c8d8fd65826f4b059a0e8fd5af1bbb9f028cce2d2d2ebba8d7a0f0,"298",1972-10-16,1973-08-20,Im Boden,"169",,"97836",Bischbrunn,
1,I,0xaae9b76c517e7baa06f38cb46e26614cbd4b4c638f21be2d4ab355fc89c36e6d,"40",2009-07-17,,Im Dorf,"163",,"24340",Altenhof,
1,I,0x7a65bbe6e9a089f98beae2d1897cf70e076417fe38b89bd64af5dc7a75b81d58,"22",2014-04-24,,Auf dem Hasenberg,"192",,"84577",Tüßling,
1,I,0x5ca90e78df8200e37c0c3eb4d1be8c05f5c0e3927f8993cead175763d937dbc5,"17",2019-08-16,,Im Heidchen,"2",,"56653",Wassenach,
1,I,0x849d5aaa734dfc1de5a76bae6384d54e220955c2d12498e88b097ede35bf2242,"31",1987-04-28,1988-05-05,Diepe Kuhweg,"124",,"29571",Rosche,
1,I,0x2b965560a03ac5f857aa1fed3aa5cc03a5ffa3983f7e1d43447599ddcd81578e,"4",2008-10-18,,Wasserstraße,"51",,"39110",Magdeburg,
1,I,0xd8473b494352b2df458ed7430828b62fdd8e4c0febc178fdeaa1e3b0b08e710c,"57",1981-09-08,1982-10-12,Im Weiler,"169",,"38319",Remlingen,
1,I,0x0eeaf0e762e54a9da2a3310ef856d5ec7e91023acdcde9973222b7c313e3d4c5,"152",2020-05-02,2020-11-12,Dornes Straße,"194",,"26529",Leezdorf,
1,I,0x3075b64e83b1902fc51ec5889219acbdbc48579b0db06c265692ae388180e5db,"33",2002-01-05,2003-01-15,Im Sässel,"18",,"28219",Bremen,
1,I,0xf747437c31f62e6a3c4ba5fc49075f512736533670e401e0bce930f12bf22af6,"174",1985-06-14,,RavenÃ©straße,"89",,"75417",Mühlacker,
1,I,0xcffea764089f2c067d2c297a85989d77fa2667687a3d9c3d97d9b5bdd9bc2d10,"87",2011-10-30,2013-01-01,Alvingheide,"93",,"60529",Frankfurt am Main,
1,I,0x6ff2dba22bcdb996d7fc135369024fa4dba6ec24b3a5f4b2eee6e0a91059fb75,"55",1994-12-20,1996-03-25,Am Erlkönig,"159",,"71634",Ludwigsburg,
1,I,0x41988cda3f6368fd603e73ad87a8d81c6d349fb65c3742485adcf45b6a1f4900,"168",1989-04-28,1989-11-24,Hauffstraße,"133",,"31719",Wiedensahl,
1,I,0x5550182eeccd7530b959e9baa2ec8b11e866a059a17b66281d17e1935ceab8b8,"158",1992-03-18,2017-12-26,Im Hähnchen,"84",,"67753",Relsberg,
1,I,0x883174972f431661aea516ec3a71525b21ca2564cd8a002756357ba9be5a6873,"100",2015-04-29,,Regentenstraße,"117",,"53859",Niederkassel,
1,I,0xde23ee1782ad356053ca0d76412a1bdab600a51132ea43bbc3ca5b05ae483141,"264",2014-03-16,,Westallee,"28",,"54298",Orenhofen,
1,I,0x4c65dbc437a76d30c781be664ffa13297d47c84f94b960ef6aa4984ac10132b6,"3",1992-01-31,2016-01-19,Reeswinkeler Weg,"133",,"26725",Emden,
1,I,0xee51702646bc134ae64d49161857b99739962eaf3a2ca9fe0be0daaf995732c6,"21",1996-07-09,1997-07-07,Ladestraße,"25",,"53127",Bonn,
1,I,0xa3ec99e0ac2d06cac9a8836e8f7c1811ffd0c0f8670d4e52fe4ddc4496eae6e7,"298",1973-08-21,,Ohmstraße,"76",,"76476",Bischweier,
1,I,0x18ec720164e764cf407caca371775d245817cd704523847315df3423e9c84b6e,"44",2009-11-06,2010-11-27,Fürstenbergstraße,"36",,"56357",Auel,
1,I,0x2081c559395c1dc1282c66387bd4d37a57fc53e19a9385651923eb2c762e96c4,"293",1985-09-22,,Lange Stiege,"181",,"38533",Vordorf,
1,I,0x2efb490ca1bb9e8089a5a49de9481270f59ac7c44488da3b24b5eb4a49c51542,"239",2018-09-22,,Kaulenweg,"24",,"37075",Göttingen,
1,I,0x3aa6f953bc5f3b7ec55bcf6b108d4556c1f88bfe6e37de3d528fe06f7461a505,"236",1983-02-05,1983-11-10,Aachener Straße,"194",,"53501",Grafschaft,
1,I,0xd98060c7a2568b04e3a48e676746e7d9748f53cf59bb0fcd598e13144beee1e7,"284",2010-03-24,,Kohlwiese,"171",,"82041",Oberhaching,
1,I,0xd2041f3eb5657f0ca2a6c9d624df0e27559b35e5dd2bf64de56abd75bddd2081,"260",2004-06-18,,Everswinkeler Straße,"200",,"55494",Liebshausen,
1,I,0x8344ad14b03e9d9c4946fd8d22d438b77545dc5e7ab333d6a285379676efdac3,"130",1977-09-21,1978-03-12,Hagemer Kirchweg,"187",,"49593",Bersenbrück,
1,I,0x18a23eed6b71dde863f8a6affb958e4a599a1a8b3b6802d29d94e901856888eb,"193",1999-12-01,,Küstriner Straße,"55",,"59755",Arnsberg,
1,I,0x562bb1275b274ddb0dc3da44dff3b084c748c21b81476198b2f34d665d15a408,"35",1995-06-06,1997-04-13,Auf den Middeln,"135",,"54655",Kyllburgweiler,
1,I,0xeecfaf00e6283a3d160142ec025121beafea93b612fdb68dab20f4b0fc9a359b,"240",1997-12-05,,Theresienleite,"193",,"59192",Bergkamen,
1,I,0x590a66bf89950fd191f5ead8657aada20159fa274228b9bef22e37e378efe646,"133",1992-12-23,2021-03-21,Rhönweg,"5",,"53229",Bonn,
1,I,0xbb93ef813dd42ec7c4cafecf6408d927546395f310f4a3e9ebec450cd33593a3,"264",2013-05-13,2014-03-15,Klagebach,"140",,"44627",Herne,
1,I,0xed331d03c895ce068cdea47e92ae2080ff2ace76325246d57d8e1e8f075a289e,"199",2018-08-15,,Ahlener Straße,"77",,"52385",Nideggen,
1,I,0x71c4ef9c67ceffddd00ed509282702ade73dfb7a3979e8607f6163ef1f02721c,"173",2018-05-29,,Auf der Hardt,"79",,"79254",Oberried,
1,I,0xc8cfe52723fcb9035480b2fffb83e33e8f96cffa4715a5dac41eeeec3650bb46,"78",1997-12-14,1999-02-07,Ulmtalstraße,"177",,"56379",Horhausen,
1,I,0x86058ee94a0d7acfe7fb5a11e81fe9b52490ba0f591088749838fe5f13f4c0b9,"93",2011-01-02,,Brunsbütteler Damm,"54",,"25927",Aventoft,
1,I,0x88a1b10c4125a7847403879619bbadacfd3012a5c0f7c00d1120dcacea780cb7,"91",2019-03-10,,Kaarster Straße,"114",,"95691",Hohenberg an der Eger,
1,I,0x1a7ebb0c319b1a86dd7937f556899633d601dfa8b1cb0b2804ef48f60c195af1,"16",2001-11-03,2002-10-27,Am Heekeren,"11",,"49610",Quakenbrück,
1,I,0x63b854234dc031cc019e2fe925d4dc70f5b6f61f4c373ee87298bc6eccd9a6ae,"181",1978-11-15,1980-04-17,Peter-Weiler-Straße,"188c",,"64823",Groß-Umstadt,
1,I,0xa3e39c6f52be5631850bae8025e83e41bf960400410be6f64ebf1a504a5f85ee,"95",2019-11-10,,Tribergstraße,"177",,"60435",Frankfurt am Main,
1,I,0x731ec8fb5b519185d8a216651d9b214285f8f8f13a2d63c72c226f217aa4ad9f,"64",1970-05-22,2003-10-07,Albert-Schweitzer-Straße,"84",,"17349",Schönbeck,
1,I,0xeb43d02e7b8c5b8c1d520a02067ea704309ab87126894df32bec898b358847a2,"281",2008-11-13,,Am Blauen Stein,"41",,"24641",Stuvenborn,
1,I,0xda84318a96bda70dd92c21238272e9e6bcc13cb5aca742e78c5a072366b1c535,"38",2015-01-18,2016-11-28,Neue Kirchstraße,"61",,"78580",Bärenthal,
1,I,0xb61bfc3dcf9e52babcffe582144fea1caf88d2ce6d5d900a278dfeb06698ce45,"45",2007-10-15,,An der Brache,"28",,"88267",Vogt,
1,I,0x59637a23db58f0465f1579722ce3322ffc4aaf9ba4dbdb39c5742bdaa2a1c6e4,"156",2002-07-02,,Krähenweg,"22",,"34439",Willebadessen,
1,I,0x7a017cffd819a9aaa5818733928bc742b678deed66d9faee3980abd840c33f24,"114",2014-05-25,2014-10-28,Hügelstraße,"17",,"29579",Emmendorf,
1,I,0xb72f016807b7a027e13e9b79d3f1de32bec71e7ed52619165556f0c0eb9c0902,"65",2020-07-22,2022-06-29,Breisacher Straße,"91",,"66504",Bottenbach,
1,I,0x57bee4f06b2c4aa8616f5a69f12fa6b7e40829f8509cef98bf883c0a20d6fa0a,"10",2003-02-09,2004-11-01,Im Strötchen,"71",,"21789",Wingst,
1,I,0x885bcaa0942f384f6754bb81f6f2094d0d3d45ed9b5d15bdaed29d65d3120f66,"238",1977-05-19,1978-02-23,Bremer Weg,"50",,"73277",Owen,
1,I,0x949f072877f08175ce14627a867c737d75f0394a38a04d73d4d932c6443c4c08,"71",2014-07-08,,Haderschener Straße,"45",,"29462",Wustrow,
1,I,0xd20619fa3eb2dd7f4bdecff44b196b2810840f6e48df88dfbceda41740c72db0,"14",1992-09-30,,Richard-Strauß-Straße,"187",,"76337",Waldbronn,
1,I,0x666a8193f406dd230d05a917fa0bb94126c253007c6e47838b04ecf9f97bbdeb,"75",2019-09-02,2020-10-23,Alte Wiese,"37",,"73116",Wäschenbeuren,
1,I,0x267406276c1e701bb549dc545a6cd00551f06d911dbbbccc841b5cedb78795b4,"45",2006-09-22,2007-10-14,Markstraße,"159",,"56459",Weltersburg,
1,I,0xf312ad1038ca2924526d6274cbadd5e4c53942acbe0ff7718a95d70e3da46cc9,"41",1981-07-08,1995-06-24,Neubaustraße,"162",,"23845",Dreggers,
1,I,0x89880f02b1a102a6767685a9639e941ce3b11843edafe07d0d665b176aa20e34,"74",1986-06-05,1988-05-21,Diemelweg,"34",,"35625",Hüttenberg,
1,I,0xce9cc86120453cad26f658bcf86e32f47bfb894699445e561adbeef7d2449be2,"36",2010-03-10,2017-01-20,Hellertalstraße,"109a",,"67808",Falkenstein,
1,I,0xf8825ea7ea42cf9030380579a51a0a39b467f425c42d2c5262e4d6484aef8531,"60",1989-06-14,1989-10-31,Kemptener Straße,"163",,"46485",Wesel am Rhein,
1,I,0x9ff1e13c689b1f3b2ff257388f6689a1561aa45aeee755f4dae019cada7a5f79,"76",1997-10-24,,Notscheider Straße,"63",,"15569",Woltersdorf,
1,I,0xba58ec850903dd5e0f2d7f571c650b802ea18cedcf403f8a5d612373bf5e2236,"191",1970-02-09,1983-12-23,Sonnenau,"128",,"84184",Tiefenbach,
1,I,0x6952a299d2d220be90c497422dbff0754262fdcab0705eaab67bfb09a4be8064,"137",2008-12-18,,In der Wolfshecke,"186",,"77709",Oberwolfach,
1,I,0xda7f35420ca06c866409856cf703a872508c59291bf45541c566beeae2d92458,"30",1987-01-15,1994-09-21,Nordhäuser Straße,"93",,"65375",Oestrich-Winkel,
1,I,0x2f6bb2c5d6e1f72cf74c7d8246123079402dd21e7d59c878c8ce69a6849a2196,"88",2018-05-17,2019-07-21,Leuzbacher Weg,"53b",,"36369",Lautertal,
1,I,0xaad7972a4d75be65e644ab9e41b4dc307ea154e6069eb90e64dad4231a8bcbeb,"255",2007-10-09,,Gertrudenstraße,"23",,"6528",Emseloh,
1,I,0x2579d8cce0c98893b3a7acd862a06b6c087dc1b8f1dfda74fe2bd3f55627e662,"255",1971-11-03,2007-10-08,Grumsiner Straße,"96",,"12045",Berlin - Neukölln,
1,I,0x8530f274a005d81b2d20752176a4bca217be3a55669de2cbb7ed1453611b56d9,"162",2021-01-19,,Böwingring,"107",,"38279",Sehlde,
1,I,0x6b3414936cca20b76fd25e8e1cc93ef55423153d25837f33dae79bdb754abfff,"144",2008-07-07,2009-01-09,Sydowstraße,"161",,"56288",Laubach,
1,I,0x0750e08ec4c6fa891f1fdf6321891573f19762dcdb12f60a18e23220909c6720,"144",2009-01-10,,Im Kirchenstück,"121",,"55743",Idar-Oberstein,
1,I,0x9269768a347b4e1c344a07dd63dec36b489756b488ed205620030b6ad685096c,"263",2020-04-05,2021-02-04,Bert-Brecht-Straße,"58",,"56283",Mermuth,
1,I,0x03a9ab22b65a98cc3def6f6329ee97083fe3bcd8b7cbb7804e22b462ba27b634,"34",2005-08-05,,Meerheck,"111",,"97514",Oberaurach,
1,I,0x4797c51a1c542b406bba034749dadc9ec29e10ac8e48a6aa6c5af9bc792ceb9f,"222",2004-11-30,2005-08-21,Westergastweg,"178",,"88525",Dürmentingen,
1,I,0x774f3f50091806382474a6c99dee1dc6c57d1d9f40320b116059fc3b440b4c8e,"79",1990-05-03,2010-01-02,Gollenseifen,"61",,"24793",Bargstedt,
1,I,0x0233364acb9370019c7985d3fde016b1c6b6cc12fb04f88481479a1d34546953,"55",1993-11-17,1994-12-19,Tannenweg,"151",,"89347",Bubesheim,
1,I,0xb8cd903dd75f3338f8b154c585229a8aedfa428814e91412bddc8947639a2e3b,"299",1996-04-20,1997-03-27,Olsdorf,"182",,"56729",Kirchwald,
1,I,0xbf8b8ee9eecba3ddda95ab6a3cf1eeef981e4051000ffa833ae77b3c6fdca1ae,"248",2001-10-09,2011-05-18,Rankestraße,"39",,"76467",Bietigheim,
